"time","consumption_rate","investment_rate","profit_mass","profit_rate","profit_share","saving_rate","utilization_rate","wage_mass","wage_share"
11.6,0.05720608219144224,0.0508644341606469,0.09221639627510078,0.03073879875836693,0.2844327925502015,0.0508644341606469,0.3242115490562674,0.2319951527811666,0.7155672074497985
11.8,0.05745536248820464,0.05183554181588798,0.09524135262330097,0.03174711754110032,0.290482705246602,0.05183554181588798,0.3278727129122779,0.2326313602889769,0.7095172947533981
12,0.05762223760702041,0.05256748063579667,0.09755282581475769,0.03251760860491923,0.2951056516295154,0.05256748063579667,0.3305691547284512,0.2330163289136935,0.7048943483704846
12.2,0.05772393183285156,0.05305721722448908,0.09911436253643444,0.03303812084547814,0.2982287250728688,0.05305721722448908,0.3323434471720219,0.2332290846355875,0.7017712749271312
12.4,0.05777191421105604,0.05330263078228505,0.09990133642141358,0.03330044547380453,0.2998026728428272,0.05330263078228505,0.3332236349800233,0.2333222985586097,0.7001973271571729
12.6,0.05777191421105603,0.05330263078228503,0.09990133642141355,0.03330044547380452,0.2998026728428272,0.05330263078228503,0.3332236349800232,0.2333222985586096,0.7001973271571729
12.8,0.05772393183285156,0.05305721722448908,0.09911436253643445,0.03303812084547815,0.2982287250728689,0.05305721722448908,0.3323434471720219,0.2332290846355874,0.7017712749271311
13,0.05762223760702043,0.05256748063579667,0.09755282581475773,0.03251760860491924,0.2951056516295154,0.05256748063579667,0.3305691547284513,0.2330163289136936,0.7048943483704846
13.2,0.05745536248820469,0.05183554181588802,0.09524135262330106,0.03174711754110035,0.290482705246602,0.05183554181588802,0.3278727129122782,0.2326313602889771,0.709517294753398
13.4,0.05720608219144221,0.05086443416064688,0.09221639627510075,0.03073879875836692,0.2844327925502015,0.05086443416064688,0.3242115490562673,0.2319951527811665,0.7155672074497985
13.6,0.05685140645992085,0.04965793480819165,0.08852566213878948,0.02950855404626316,0.277051324277579,0.04965793480819165,0.3195280238043375,0.231002361665548,0.7229486757224211
13.8,0.05636259269852628,0.0482203555269211,0.08422735529643438,0.02807578509881146,0.2684547105928689,0.0482203555269211,0.3137488446763421,0.2295214893799077,0.7315452894071311
14,0.05570521744138272,0.0465563110790565,0.07938926261462365,0.02646308753820788,0.2587785252292474,0.0465563110790565,0.3067845855613177,0.227395322946694,0.7412214747707526
14.2,0.05483936103353947,0.04467049293011287,0.07408768370508582,0.02469589456836194,0.2481753674101716,0.04467049293011287,0.298529561890957,0.2244418781858712,0.7518246325898283
14.4,0.05371999439763066,0.04256749120876568,0.06840622763423392,0.02280207587807797,0.2368124552684678,0.04256749120876568,0.288862456819189,0.2204562291849551,0.7631875447315322
14.6,0.0522977064522868,0.04025172972476371,0.06243449435824281,0.02081149811941427,0.2248689887164856,0.04025172972476371,0.2776483085311515,0.2152138141729087,0.7751310112835145
14.8,0.05051998169144242,0.03772760977582251,0.05626666167821516,0.01875555389273838,0.2125333233564304,0.03772760977582251,0.2647427744017948,0.2084761127235796,0.7874666766435696
15,0.04833333333333335,0.03500000000000002,0.05000000000000003,0.01666666666666668,0.2,0.03500000000000002,0.2500000000000001,0.2000000000000001,0.7999999999999999
15.2,0.04568671639684433,0.03207526083344325,0.04373333832178485,0.01457777944059495,0.1874666766435697,0.03207526083344325,0.2332859316908627,0.1895525933690779,0.8125333233564302
15.4,0.04253677059627127,0.02896304615318976,0.03756550564175724,0.01252183521391908,0.1751310112835145,0.02896304615318976,0.2144994502483831,0.1769339446066258,0.8248689887164855
15.6,0.03885552785829922,0.02567916118663285,0.03159377236576614,0.01053125745525538,0.1631875447315323,0.02567916118663285,0.1936040671347962,0.1620102947690301,0.8368124552684677
15.8,0.03464116109197805,0.02224973083796608,0.02591231629491422,0.008637438764971406,0.1518246325898285,0.02224973083796608,0.1706726757898324,0.1447603594949182,0.8481753674101715
16,0.02993196549968433,0.01871676732425796,0.02061073738537637,0.006870245795125455,0.1412214747707527,0.01871676732425796,0.1459461984718269,0.1253354610864505,0.8587785252292472
16.2,0.02482278427781555,0.01514480603436827,0.01577264470356562,0.005257548234521876,0.1315452894071312,0.01514480603436827,0.1199027709365515,0.1041301262329858,0.8684547105928688
16.4,0.01948125555570219,0.01162749176993254,0.01147433786121061,0.003824779287070202,0.1229486757224212,0.01162749176993254,0.09332624197690419,0.08185190411569358,0.8770513242775788
16.6,0.0141585867592308,0.008291852532498692,0.007783603724899224,0.002594534574966408,0.1155672074497984,0.008291852532498692,0.06735131787518847,0.05956771415028925,0.8844327925502016
16.8,0.009186861484775672,0.005296839886817863,0.004758647376699014,0.001586215792233005,0.109517294753398,0.005296839886817863,0.04345110411478061,0.0386924567380816,0.890482705246602
17,0.004954207444546087,0.002822424386303277,0.00244717418524234,0.0008157247284141132,0.1048943483704847,0.002822424386303277,0.02332989549254809,0.02088272130730575,0.8951056516295153
17.2,0.001853393807590889,0.001047350907129117,0.000885637463565577,0.0002952124878551923,0.1017712749271312,0.001047350907129117,0.008702234144160017,0.00781659668059444,0.8982287250728689
17.4,0.0002100289188825626,0.0001182019876886508,9.86635785864339e-05,3.28878595288113e-05,0.1001973271571729,0.0001182019876886508,0.0009846927197136399,0.000886029141127206,0.8998026728428271
17.6,0.0002100289188825695,0.0001182019876886547,9.866357858643716e-05,3.288785952881239e-05,0.1001973271571729,0.0001182019876886547,0.0009846927197136725,0.0008860291411272353,0.8998026728428271
17.8,0.001853393807590881,0.001047350907129113,0.0008856374635655732,0.0002952124878551911,0.1017712749271311,0.001047350907129113,0.00870223414415998,0.007816596680594408,0.8982287250728689
18,0.004954207444546051,0.002822424386303256,0.002447174185242321,0.000815724728414107,0.1048943483704846,0.002822424386303256,0.02332989549254792,0.0208827213073056,0.8951056516295154
18.2,0.009186861484775669,0.005296839886817861,0.004758647376699011,0.001586215792233004,0.109517294753398,0.005296839886817861,0.04345110411478059,0.03869245673808158,0.890482705246602
18.4,0.01415858675923078,0.008291852532498679,0.00778360372489921,0.002594534574966403,0.1155672074497984,0.008291852532498679,0.06735131787518837,0.05956771415028916,0.8844327925502016
18.6,0.01948125555570214,0.01162749176993251,0.01147433786121057,0.00382477928707019,0.1229486757224211,0.01162749176993251,0.09332624197690394,0.08185190411569336,0.8770513242775788
18.8,0.02482278427781552,0.01514480603436825,0.0157726447035656,0.005257548234521867,0.1315452894071312,0.01514480603436825,0.1199027709365513,0.1041301262329857,0.8684547105928688
19,0.0299319654996843,0.01871676732425794,0.02061073738537634,0.006870245795125446,0.1412214747707527,0.01871676732425794,0.1459461984718267,0.1253354610864504,0.8587785252292474
19.2,0.03464116109197803,0.02224973083796606,0.02591231629491418,0.008637438764971393,0.1518246325898284,0.02224973083796606,0.1706726757898323,0.1447603594949181,0.8481753674101716
19.4,0.03885552785829918,0.0256791611866328,0.03159377236576605,0.01053125745525535,0.163187544731532,0.0256791611866328,0.1936040671347959,0.1620102947690299,0.8368124552684679
19.6,0.04253677059627137,0.02896304615318983,0.03756550564175735,0.01252183521391912,0.1751310112835146,0.02896304615318983,0.2144994502483836,0.1769339446066262,0.8248689887164854
19.8,0.0456867163968443,0.03207526083344321,0.0437333383217848,0.01457777944059493,0.1874666766435696,0.03207526083344321,0.2332859316908625,0.1895525933690777,0.8125333233564304
20,0.04833333333333333,0.035,0.04999999999999999,0.01666666666666666,0.2,0.035,0.25,0.2,0.8
20.2,0.05051998169144245,0.03772760977582253,0.05626666167821517,0.01875555389273839,0.2125333233564303,0.03772760977582253,0.2647427744017949,0.2084761127235798,0.7874666766435696
20.4,0.05229770645228675,0.04025172972476367,0.06243449435824268,0.02081149811941423,0.2248689887164853,0.04025172972476367,0.2776483085311512,0.2152138141729086,0.7751310112835147
20.6,0.05371999439763066,0.04256749120876571,0.06840622763423396,0.02280207587807799,0.2368124552684679,0.04256749120876571,0.2888624568191891,0.2204562291849552,0.7631875447315322
20.8,0.05483936103353944,0.04467049293011283,0.07408768370508576,0.02469589456836192,0.2481753674101715,0.04467049293011283,0.2985295618909568,0.2244418781858711,0.7518246325898285
21,0.05570521744138274,0.04655631107905649,0.07938926261462362,0.02646308753820787,0.2587785252292473,0.04655631107905649,0.3067845855613177,0.2273953229466941,0.7412214747707527
21.2,0.0563625926985263,0.0482203555269211,0.08422735529643438,0.02807578509881146,0.2684547105928688,0.0482203555269211,0.3137488446763422,0.2295214893799078,0.7315452894071313
21.4,0.05685140645992086,0.04965793480819164,0.08852566213878943,0.02950855404626315,0.2770513242775788,0.04965793480819164,0.3195280238043375,0.2310023616655481,0.7229486757224212
21.6,0.05720608219144219,0.05086443416064688,0.09221639627510075,0.03073879875836692,0.2844327925502016,0.05086443416064688,0.3242115490562672,0.2319951527811664,0.7155672074497984
21.8,0.05745536248820464,0.05183554181588798,0.09524135262330097,0.03174711754110032,0.290482705246602,0.05183554181588798,0.3278727129122779,0.2326313602889769,0.7095172947533981
22,0.05762223760702041,0.05256748063579667,0.09755282581475769,0.03251760860491923,0.2951056516295154,0.05256748063579667,0.3305691547284512,0.2330163289136935,0.7048943483704846
22.2,0.05772393183285156,0.05305721722448908,0.09911436253643444,0.03303812084547814,0.2982287250728688,0.05305721722448908,0.3323434471720219,0.2332290846355875,0.7017712749271312
22.4,0.05777191421105601,0.05330263078228501,0.09990133642141349,0.0333004454738045,0.2998026728428271,0.05330263078228501,0.3332236349800231,0.2333222985586096,0.7001973271571729
22.6,0.05777191421105604,0.05330263078228505,0.09990133642141358,0.03330044547380453,0.2998026728428272,0.05330263078228505,0.3332236349800233,0.2333222985586097,0.7001973271571729
22.8,0.05772393183285157,0.0530572172244891,0.09911436253643449,0.03303812084547816,0.2982287250728689,0.0530572172244891,0.332343447172022,0.2332290846355875,0.7017712749271311
23,0.05762223760702043,0.05256748063579667,0.09755282581475773,0.03251760860491924,0.2951056516295154,0.05256748063579667,0.3305691547284513,0.2330163289136936,0.7048943483704846
23.2,0.05745536248820469,0.05183554181588802,0.09524135262330106,0.03174711754110035,0.290482705246602,0.05183554181588802,0.3278727129122782,0.2326313602889771,0.709517294753398
23.4,0.05720608219144222,0.05086443416064691,0.09221639627510082,0.03073879875836694,0.2844327925502017,0.05086443416064691,0.3242115490562674,0.2319951527811665,0.7155672074497983
23.6,0.05685140645992085,0.04965793480819165,0.08852566213878946,0.02950855404626315,0.2770513242775789,0.04965793480819165,0.3195280238043375,0.231002361665548,0.7229486757224211
23.8,0.05636259269852628,0.0482203555269211,0.08422735529643438,0.02807578509881146,0.2684547105928689,0.0482203555269211,0.3137488446763421,0.2295214893799077,0.7315452894071311
24,0.05570521744138272,0.0465563110790565,0.07938926261462365,0.02646308753820788,0.2587785252292474,0.0465563110790565,0.3067845855613177,0.227395322946694,0.7412214747707526
24.2,0.05483936103353945,0.04467049293011286,0.07408768370508581,0.02469589456836194,0.2481753674101717,0.04467049293011286,0.2985295618909569,0.2244418781858711,0.7518246325898283
24.4,0.05371999439763066,0.04256749120876571,0.06840622763423398,0.022802075878078,0.236812455268468,0.04256749120876571,0.2888624568191891,0.2204562291849551,0.7631875447315319
24.6,0.05229770645228672,0.04025172972476365,0.06243449435824269,0.02081149811941423,0.2248689887164854,0.04025172972476365,0.2776483085311511,0.2152138141729084,0.7751310112835146
24.8,0.05051998169144247,0.03772760977582255,0.05626666167821522,0.01875555389273841,0.2125333233564304,0.03772760977582255,0.2647427744017951,0.2084761127235799,0.7874666766435696
25,0.04833333333333335,0.03500000000000001,0.05000000000000003,0.01666666666666668,0.2000000000000001,0.03500000000000001,0.2500000000000001,0.2,0.7999999999999999
25.2,0.04568671639684432,0.03207526083344324,0.04373333832178485,0.01457777944059495,0.1874666766435697,0.03207526083344324,0.2332859316908627,0.1895525933690778,0.8125333233564302
25.4,0.04253677059627133,0.02896304615318981,0.03756550564175734,0.01252183521391911,0.1751310112835147,0.02896304615318981,0.2144994502483834,0.1769339446066261,0.8248689887164853
25.6,0.03885552785829915,0.02567916118663279,0.03159377236576604,0.01053125745525535,0.1631875447315321,0.02567916118663279,0.1936040671347958,0.1620102947690298,0.8368124552684679
25.8,0.0346411610919781,0.02224973083796611,0.02591231629491425,0.008637438764971417,0.1518246325898285,0.02224973083796611,0.1706726757898326,0.1447603594949184,0.8481753674101715
26,0.02993196549968432,0.01871676732425796,0.02061073738537637,0.006870245795125456,0.1412214747707528,0.01871676732425796,0.1459461984718268,0.1253354610864505,0.8587785252292472
26.2,0.02482278427781552,0.01514480603436825,0.0157726447035656,0.005257548234521868,0.1315452894071312,0.01514480603436825,0.1199027709365513,0.1041301262329857,0.8684547105928688
26.4,0.01948125555570221,0.01162749176993255,0.01147433786121062,0.003824779287070207,0.1229486757224212,0.01162749176993255,0.0933262419769043,0.08185190411569368,0.8770513242775788
26.6,0.01415858675923081,0.008291852532498697,0.007783603724899229,0.00259453457496641,0.1155672074497985,0.008291852532498697,0.06735131787518851,0.05956771415028928,0.8844327925502016
26.8,0.009186861484775698,0.005296839886817879,0.004758647376699028,0.001586215792233009,0.1095172947533981,0.005296839886817879,0.04345110411478073,0.03869245673808171,0.890482705246602
27,0.004954207444546078,0.002822424386303272,0.002447174185242335,0.0008157247284141118,0.1048943483704847,0.002822424386303272,0.02332989549254805,0.02088272130730572,0.8951056516295153
27.2,0.001853393807590916,0.001047350907129133,0.0008856374635655902,0.0002952124878551968,0.1017712749271312,0.001047350907129133,0.008702234144160145,0.007816596680594555,0.8982287250728689
27.4,0.0002100289188825738,0.0001182019876886571,9.86635785864392e-05,3.288785952881307e-05,0.1001973271571729,0.0001182019876886571,0.0009846927197136928,0.0008860291411272536,0.8998026728428271
27.6,0.0002100289188825502,0.0001182019876886438,9.866357858642808e-05,3.288785952880937e-05,0.1001973271571728,0.0001182019876886438,0.000984692719713582,0.0008860291411271539,0.8998026728428271
27.8,0.001853393807590887,0.001047350907129116,0.0008856374635655761,0.0002952124878551921,0.1017712749271311,0.001047350907129116,0.00870223414416001,0.007816596680594434,0.8982287250728689
28,0.004954207444546057,0.002822424386303259,0.002447174185242324,0.0008157247284141079,0.1048943483704846,0.002822424386303259,0.02332989549254795,0.02088272130730563,0.8951056516295154
28.2,0.009186861484775665,0.005296839886817857,0.004758647376699007,0.001586215792233002,0.109517294753398,0.005296839886817857,0.04345110411478056,0.03869245673808155,0.890482705246602
28.4,0.01415858675923076,0.008291852532498671,0.007783603724899201,0.0025945345749664,0.1155672074497984,0.008291852532498671,0.0673513178751883,0.0595677141502891,0.8844327925502016
28.6,0.01948125555570214,0.01162749176993251,0.01147433786121057,0.00382477928707019,0.1229486757224211,0.01162749176993251,0.09332624197690395,0.08185190411569337,0.8770513242775788
28.8,0.02482278427781549,0.01514480603436823,0.01577264470356557,0.005257548234521858,0.1315452894071311,0.01514480603436823,0.1199027709365511,0.1041301262329856,0.8684547105928688
29,0.02993196549968429,0.01871676732425793,0.02061073738537633,0.006870245795125443,0.1412214747707526,0.01871676732425793,0.1459461984718267,0.1253354610864503,0.8587785252292474
29.2,0.03464116109197801,0.02224973083796605,0.02591231629491417,0.008637438764971389,0.1518246325898284,0.02224973083796605,0.1706726757898322,0.144760359494918,0.8481753674101716
29.4,0.03885552785829914,0.02567916118663278,0.03159377236576601,0.01053125745525534,0.163187544731532,0.02567916118663278,0.1936040671347958,0.1620102947690298,0.8368124552684679
29.6,0.04253677059627128,0.02896304615318977,0.03756550564175727,0.01252183521391909,0.1751310112835146,0.02896304615318977,0.2144994502483832,0.1769339446066259,0.8248689887164854
29.8,0.0456867163968443,0.03207526083344321,0.04373333832178478,0.01457777944059493,0.1874666766435696,0.03207526083344321,0.2332859316908625,0.1895525933690777,0.8125333233564305
30,0.0483333333333333,0.03499999999999997,0.04999999999999995,0.01666666666666665,0.1999999999999999,0.03499999999999997,0.2499999999999998,0.1999999999999999,0.8
30.2,0.05051998169144242,0.03772760977582251,0.05626666167821513,0.01875555389273837,0.2125333233564303,0.03772760977582251,0.2647427744017948,0.2084761127235797,0.7874666766435697
30.4,0.05229770645228672,0.04025172972476364,0.06243449435824264,0.02081149811941421,0.2248689887164853,0.04025172972476364,0.2776483085311511,0.2152138141729084,0.7751310112835147
30.6,0.05371999439763065,0.04256749120876569,0.06840622763423393,0.02280207587807798,0.2368124552684679,0.04256749120876569,0.288862456819189,0.2204562291849551,0.7631875447315322
30.8,0.05483936103353946,0.04467049293011285,0.07408768370508578,0.02469589456836193,0.2481753674101715,0.04467049293011285,0.2985295618909569,0.2244418781858711,0.7518246325898285
31,0.05570521744138276,0.04655631107905651,0.07938926261462365,0.02646308753820788,0.2587785252292473,0.04655631107905651,0.3067845855613178,0.2273953229466942,0.7412214747707527
31.2,0.0563625926985263,0.0482203555269211,0.08422735529643438,0.02807578509881146,0.2684547105928688,0.0482203555269211,0.3137488446763422,0.2295214893799078,0.7315452894071313
31.4,0.05685140645992087,0.04965793480819163,0.08852566213878942,0.02950855404626314,0.2770513242775788,0.04965793480819163,0.3195280238043375,0.2310023616655481,0.7229486757224213
31.6,0.0572060821914422,0.05086443416064687,0.09221639627510074,0.03073879875836692,0.2844327925502015,0.05086443416064687,0.3242115490562672,0.2319951527811665,0.7155672074497985
31.8,0.05745536248820464,0.05183554181588798,0.09524135262330097,0.03174711754110032,0.290482705246602,0.05183554181588798,0.3278727129122779,0.2326313602889769,0.7095172947533981
32,0.05762223760702041,0.05256748063579667,0.09755282581475769,0.03251760860491923,0.2951056516295154,0.05256748063579667,0.3305691547284512,0.2330163289136935,0.7048943483704846
32.2,0.0577239318328516,0.05305721722448911,0.09911436253643452,0.03303812084547817,0.2982287250728689,0.05305721722448911,0.3323434471720221,0.2332290846355876,0.7017712749271311
32.4,0.05777191421105603,0.05330263078228503,0.09990133642141354,0.03330044547380451,0.2998026728428271,0.05330263078228503,0.3332236349800232,0.2333222985586096,0.7001973271571729
32.6,0.05777191421105604,0.05330263078228505,0.09990133642141358,0.03330044547380453,0.2998026728428272,0.05330263078228505,0.3332236349800233,0.2333222985586097,0.7001973271571729
